id,text,HS
4597,MAINSTREAM MEDIA finally reporting the good immigration news that until now was only being reported in alternative media https://t.co/Lccrxx6CtM via @barenakedislam,0
6280,You wore the yoga pants on purpose! You know us guys are gonna stair so stop getting all pissy! #WomenSuck,1
2814,@V_of_Europe Utter lunacy. These migrant people have zero entitlement or use in Europe.,1
2820,"Each week, a new refugee chef... and a new menu! Ã°Å¸ÂÂ´ https://t.co/YJnRtz3CMG",0
8915,"@rdag51509914 @OutlawsOW @DallasFuel Youre**** dumbass I give no fuck about you about your trashass wanna be Texas state team like I said til the beat outlaws in the battle of Texas eat my dick and shut the fuck up, pussy",1
7482,'I'm not like most girls' https://t.co/wteG4OjEah,0
3579,Think #refugees push wages down? @Bloomberg suggests thinking again. https://t.co/mM2Ykkq218,0
7501,It's pathetic tbh https://t.co/UOxQbG1KVg,0
19058,@Pontifex go rape a dog you fucking cunt,0
5805,Stop tweeting about love. Youre like 16 stfu. You've probably never even seen a penis before #WomenSuck,1
19014,"@LindseyGrahamSC @BarackObama @realDonaldTrump Yea, I dont think so asshole . I think your a pussy who has gone corrupt if you werent before , treasonous if you werent already . You were NEVER John McCain's friend . You were never a friend to America . Yo",1
5986,Darla you trifling skank! #QueenSugar,1
9146,"So far, war on drugs, foul words, woman shaming, martial law, rape joke, putang ina, lentek, fake news lang naririnig ko from duterte. ðŸ™„",0
7050,@GOPTeens yes!! Thank you for the support. #maledominance,0
1716,Immigrants Using Nearly 60 Percent More Food Stamps than Native Born Americans https://t.co/nk2ugA5W8o,0
5298,@bruhkari Why do you think that hoe is in the back seat? Lol,1
7836,How to Pronounce Whore Eyed Cunt â†ºRTâ¤ https://t.co/Po6xHElOBO #,0
18627,"#ourtruth #ontruth #truth #immigrant #artists @ New York, New York https://t.co/BftH4YMySs",0
8223,Eat the ass like you're Jeffery Dahmer...,0
2592,@Thomas1774Paine @donnalea1788 Yes. Our Military will protect us. Clearly our Politicians WONT!!! #VoteThemOut #BuildThatWall #WalkAwayFromDemocrats,1
786,"@talkRADIO for the millionth time , there is NO housing crisis , we have a mass immigration crisis and that had brought a mass birth crisis . Send all the illegals home for a start and free up 000s of Homes #Talkradio   @PennySmith",1
3719,"Illegal immigrant accused of raping, impregnating non-verbal 13-year-old girl https://t.co/diEC0nd24K",1
7853,@realDonaldTrump You own it! You and the GOP sabotaged it! Pha -q ya kunt!,0
9147,@dongsass Not all men youre right Doyoung wouldnt treat me like this !!!!,1
1050,This needs to go viral! Please RT! #BuildThatWall,1
535,Refugees resist pressure to go home https://t.co/FsT1kxNVZp,0
6834,THE RAM: Make sure you get your hands on #TheRam for tomorrow's local derby against @NFFC! Full details ðŸ‘‰ https://t.co/nH0lO6Ref3 #dcfcfans https://t.co/eEhAU4XrE1,0
18359,@Limobizqld Your politicians are all new world order globalists. Their intention is to dilute the population and divide the country. This is why migrants from anywhere are so important to them. Get rid of the globalists in government and Oz will once agai,0
7693,When the gut rot kicks in after a long weekend of drinking https://t.co/DltmhryxtZ,0
3068,"Intâ€™l, 1st- and 2nd-gen immigrant students make up an average of 30% of undergrads in U.S. -Miriam Feldblum, executive director, Presidentsâ€™ Alliance on Higher Ed and Immigration â¦@AraceliHLarocheâ© â¦@MegitaSmithâ© â¦@nmvalenzuelaâ© https://t.co/3Ug8o7RVCc",0
5072,Apparently 'oh you're just fat' isn't an appropriate follow up when you ask someone if they're pregnant and they say no,1
3750,"So viel Hass gegen UNS. #RemigrationJETZT #abschieben Hass gegen Weisse, gegen die normale+friedliche BevÃƒÂ¶lkerung dÃƒÂ¼rfen wir nicht dulden! #DankeMerkel #MerkelMussWeg #LockMerkelUp #SeehoferMachZu #MachtDieGrenzenDicht #UmvolkungÃ°Å¸â€œÂ¢@SPD @CDU @fdp @Die_Gruenen @dieLinke abwÃƒÂ¤hlen! https://t.co/8QMeWzUbCb",0
4042,Liberals need to open their eyes and be honest with themselves about allowing massive Muslim immigration into our country. Look at what is happening in Europe. #BuildThatWall #MAGA,1
7462,"I'm confident cause I've earned the right to be, don't confuse that with arrogance",0
6024,@DavidJoBrexit Fucking cunt bitch has learned nothing from the election,1
223,"Over the past two weeks, 1,172 refugees arrived in the US. 8,044 have arrived in FY18, but we are nearly 10,000 behind schedule. We will continue to stand for the vulnerable! #refugeeswelcome https://t.co/rYCWCz3iBt",0
1653,"We cannot as a city or a country stand proudly and say that we welcome refugees whilst at the same time refusing to act humanely or indeed act at all, in situations such as these. https://t.co/xEPxThjuyJ",0
1884,"OMG. If i was an immigrant or person of color, Id HATE to live in Kansas if  immigrant zealot Kris Kobach is elected givernor. He can only deprive Kansans of the right to vote. https://t.co/la0idLc3Un via @HuffPostPol",0
2510,Then I guess the only recourse we have is to deport them to Russia. Iâ€™m sure a nice immigrant family can fill their home once they are gone. https://t.co/1nKgGBjTlX,1
18317,Current debate score:Johnson 2Pawlenty 0#mngov,0
18607,So correct. #HealthNightmare coming to a town near you. #Migrants #SendThemBack #AmericaFirst,1
581,@RealDonaldTrump @HouseGOP  #NoDACA without Mandatory E-Verify you are not ending ILLEGAL #Immigration You are REWARDING iLLEGALS #NoAmnesty #KeepFamiliesTogether IS DEPORT ALL ILLEGAL FAMILIES TOGETHER #Trump  #MAGA  #RedNationRising https://t.co/rSJqSLM,1
6014,i convince myself that im not a bad person and then call an old lady a stupid cunt bitch for biking in the road,1
5750,I wouldn't be talking to you if I just wanted to be friends. #WomenSuck,1
18509,@Thomas1774Paine How and why do you think this man got his reputation you fools it wasn't mail order or email #MAGA #WalkAway #WWG1WGA #Trump #PatriotsUnited #POTUS he speaks folks listen dignitaries and peasants accomplishments speak mega he doesn't blow,1
1818,"In case you though most international migrants were in Europe, latest figure shows the US has the most!!!  And... https://t.co/b4FUcv5uJB",0
989,@realDonaldTrump i heart Trump #Trumptrain #BuildThatWall 486,1
6183,Fake rape bitch is still crying. LOL so upset he didnâ€™t get the attention he wanted. Got your address btw little raâ€¦ https://t.co/Ukz71A9kWx,1
8873,@jalenramsey Lmfao shut the fuck up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you hate on every other quarterback.... Sit your pussy ass down and get swept by the Titans again.,1
4675,"US government will take Palestine refugees the endless hope to go back home. Back to their homeland. New US politics will make Palestine refugees officially ""stateless"".",0
5806,Stop tweeting about your boyfriend. No one gives a shit. And you're gonna break up in a month anyway #WomenSuck,1
18513,For granted !! The Uk voted to leave the EU because of Immigration Germanies Crime rated have went up mostly because of young migrants and even Norway and Sweden are having problem .The British commonwealth has lot of crappy nations wanting citizenship and expect housing etc,1
5848,'What do you look for in a woman?' https://t.co/zbnDFOkFbB,1
6416,@pleasemybody they deadass digging a hole for themselves @AtlanticRecords fat bitch loose weight,1
2486,#nonSense we do not want this in US. #MuslimBan no people from these countries should be allowed without proper vetting. It is really scary imagine #ShariaLaw#EndDiversity#EndChainMigration,1
19194,@JRubinBlogger @SenFeinstein I wonder what's in the emails of the skank Democrats in Congress. You have some nerve after your candidate Hillary Clinton did what she did.,1
7778,When you finally catch the mutha fucka getting all your favorite IG accounts deleted https://t.co/bfRTpRrwTN,0
1383,spent the weekend reflecting with so many other â€œlegalâ€ immigrant friend about how US immigration has always been about family separation at its core.,0
6201,@shanatrenee @kikikatt_ @tamikianicole @_aemart3 @GoodGollyMahli bitch that was same rape case from last year try again,1
5290,@misumqt @Don_Sakazuki you cunt.,1
2716,Quite a lot of tension already exist in Moria due to the approaching trial of the #Moria35 and the death of an Afghani refugee yesterday - due to health care limitations. More than 200 refugees protested in memory of the man who died and contested the living conditions in Moria.,0
4322,Tech Workers and Flight Attendants Resist Immigrant Family Separation https://t.co/lqZqtHJlZg â€“ Labor Notes,0
5721,Don't fucking toy with me #WomenSuck,1
5827,Women only vote for question 6 cuz their 'best friend' is a homo or Chad at the salon told them to. #WomenSuck,1
8560,Bottle up their women and then whore around all day...and you say you are practicing Islam??ok!,0
6072,PREYING ON WOMEN IS A BITCH TENDENCY â€¼ï¸ðŸ—£,1
8813,Still baffles me that Baylor's football team can rape women w literally everyone knowing (including the police) and nothing is done abt it,0
7927,@Itsmainakageni When will the kenyan woman learn to say 'My man' Abi carry ya own Cross not all men are de same #Mainaandkingangi,0
6168,@chelseahandler Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women .â€¦ https://t.co/GIq3rShuI6,1
1380,"@mishacollins I Agree w you Misha CollinsBogus #Asylum claims &amp; #IllegalALiens peddled by gang members, coyotes &amp; Mex drug cartel are human rights violations to the citizens of the United States of America. GET IN LINE.  Stop #Illegalimmigrants #I",1
8963,"@Oneiorosgrip @AunsMundai No, I pointed out your semantics were grasping at straws. If I said a woman can rape a maâ€¦ https://t.co/TZOTdBtxiF",0
8435,Ew a year ago I was chillin w/ a nasty coke head looking skank ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜· bitch you nasty,0
3018,"The adult group ""Grannies Respond"" express their rejection of the ""immoral"" separation of children from their #immigrant parents. #Immigration â¬‡ï¸ https://t.co/Xs5Di664OX",0
19165,"@NancyPelosi I can take the heat, thats why l stay in the kitchen.You cant deny she is a woman with no fear who speaks truth to power without hesitation. She may be older and not your cup of tea, but she fights for love of country over politics.",0
8904,@casonnasom @DFSLegacy76 @EvergreenDFS You won 5.60!!! You actually take time to post you won 5.60??? Fucking hysterical!! So bad.,0
6808,"@JayneEEgerton Women in domestic home and poor women in run-down areas far more at risk of rape, murder and assaultâ€¦ https://t.co/88ieo32sbC",0
3020,"NEW BLOG POST Ã¢Å¾Â https://t.co/57HDYN5PL7 At World Relief, weâ€™ve welcomed and provided support to almost 300,000 refugees since 1979. We love these strangers as neighbors because Jesus calls us to. But we also do it because we know thatâ€™s what weâ€™d all want for our own families. https://t.co/PTinBle6OJ",0
7735,When someone tries to correct my grammar https://t.co/Hjiq7gONyy,0
2460,"@MarkACollett Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist ""art"", a ""remembrance wall"" for rapefugee invaders in Liverpool.",1
2439,"If @HouseAppropsGOP doesn't hear us now, they will in November! Stop the open borders madness and #SendThemBack https://t.co/OzlZG1aktV",1
6221,"@AbbieHollowDays RIGHT?? then she goes 'oh i had sex with frank, poor baby ahahah' NO BITCH if that aint rape i dont know what is",1
982,@WaspBoro @nick_clegg @nick_clegg Is a millionaire #snowflake that never had to live around the immigrants he championed! He like all the #snowflake politicians is a hypocrite,0
1132,"#JCRCinIsrael at Yemin Orde Youth Village: a home, school, and safe haven for at-risk immigrant youth from around the world. @FrndsYeminOrde https://t.co/eBWfNxJXK3",0
6402,Foreign car swerving pot holes bad bitch she from chicago,1
2612,@mamendoza480 Good Luck @HouseDems More Americans #WalkAwayFromDemocrat  #WallkAway from OPEN BORDERS Pro illegal #Immigration  Anti American Agenda  #RedNationRising  https://t.co/qfq9LJu3cq via @ntdtv,0
7197,Raise your hand if you've ever been personally victimized by carbs https://t.co/ihVNJx1oiP,0
18316,Illegal alien deported 15 times arrested in hit-run crash that hurt 6-year-old https://t.co/sR2vKcURkO #StopTheInvasion #SecureTheBorder,1
1356,GIVEAWAY!! We're 11 donations away from 150 total donors for our peer-to-peer fundraising campaign designed around #worldrefugeeday Our 150th donor will receive a World Relief t-shirt. Join the campaign today and donate online at  https://t.co/91X12T4lJG https://t.co/pzei73Jg0c,0
8307,I REWARDED MY LIL SISSY SLUT & ALLOWED HER TO GO ENJOY & BE A WHORE @ LOCAL GLORY HOLE ..I'm such a good mommy to mâ€¦ https://t.co/cgkf7yaO9T,0
6005,"@Monkfights @incredibleindia @PMOIndia @ttindia @ANI @CSIR_IND If you really believe that #FeminismIsCancer, maybeâ€¦ https://t.co/oSeFm3NkKR",1
5079,#YesAllWomen should stay in the kitchen,1
3509,Number of illegal migrants in Ukraine grows by 22% https://t.co/snV41KJ1WZ,0
9162,@JoeNBC ... telling inappropriate jokes can feel like rape 2 a woman cuz she is the one going thru the psychological trauma hearing that...,0
1902,"Looked at pictures from America 1940s wondering what the hell happened to my country Ã°Å¸ËœÂ¥Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸. Women use to be classy, LGBT degeneracy was bashed, immigration was only prowhite, white men fought for us, women respected the patriarchy, traditionalism was promoted. We need to #MAGA",0
2692,"How many Somali refugees has the US admitted since 1983? https://t.co/WbwIYMiKCz via @wordpressdotcom           Depressing,these people never assimilate , their islamic religion forbids it.",0
3906,"An #HIV -positive man, who was a youth worker responsible for caring for immigrant children in Phoenix , was charged with sexually abusing at least eight teenage boys detained over a one-year period between 2016 and 2017. #FamiliesBelongTogether https://t.co/jNm7b7zFIx",0
8476,"I understand why men donâ€™t like women very much anymore. I do. #notallmen (Right, Left?) https://t.co/njFKNDSHZw",0
486,This is a wonderful article by @globeandmail that present some often misrepresented facts about #refugees and #asylumseekers coming to #Canada https://t.co/NwV9vMzbAY,0
1808,#Immigration #IllegalAlien #BorderPatrol #Citizenship #MAGAThis is a good explanation!  - Dave https://t.co/qkyR0vI8oP,0
6831,If You Wanna Be Stupid Over Some Dick Do Your Thang Sus ðŸ¤£ðŸ¤·ðŸ½â€â™€ï¸ Im Jus Not Gone Fwu Nomore ðŸ—£âœ…ðŸ’¯,0
8478,@combatbooty How are death threats any less reprehensible than rape threats? would you rather be killed than raped? #MeToo #NotAllMen,0
7515,When you're looking at pictures from last night to see who stopped by cause you were blacked out,0
2452,Immigrant Defense Project https://t.co/5WtjTRdf5M #HereToStay,0
7615,RT @SantinaDiMaggio: You don't need to explain your happiness to anyone.,0
8565,"The problem with â€œwomen are sacredâ€ idea: It is one half of the Madonna/Whore dichotomy, long used to divide women against each other. 1/2",0
2091,@DeptofDefense @SJAFB Hunt illigal refugees by dogs to save the USA from bad elements !,1
5262,When your girl's accusing you of cheating so you let your side bitch listen https://t.co/okWmDFnYtK,1
6320,That bitch don't love you fr bro these hoes be lying,1
763,@HISTORY At that time (80 years ago) the USA were consequent and have a line. Today the USA are a soft nation without any sucess for the future. The invasion of illigal refugees must stopped in all ways.,1
491,The last 2 lines are so true! And WE should decide who gets to come here and who doesnâ€™t.  https://t.co/r5jm09HWGa,0
4916,@chelseahandler @realDonaldTrump How about that liberal whore Chelsea Handler? That bitch definitely sounds ignorant!,1
7908,"When women point out the shitty things men do n u say 'but not all men', u sound like a cop saying 'but not all cops'. Sound dumb don't it?",0
6549,@987Woody Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.,0
369,"No Christians among 1,112 Syrian refugees resettled in #UK https://t.co/Z7Vlq83DBg",0
467,DREAMER' Repeatedly Raped Young Girl In North Carolina via @USIACrimeReport@realDonaldTrump@HouseGOP @SenateGOP#BuildTheWall #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA,1
4838,This pussy mine girl tell me you like Daddy dick.... ðŸ™„ FIRST OF ALL WRONG HOLE FOO,1
7277,5 minutes into 'prison and chill' and you drop the soap... https://t.co/nhjptSa9q8,0
3555,Chain Migration Imported 120K Foreign Nationals from Terrorist-Funding Countries Since 2005 - Breitbart @HouseGOP @SenateGOP#EndChainMigration #EndDACA #NoAmnesty #EndBirthrightCitizenshipForIllegalAliens #BuildtheWall #KeepAmericaSafe,1
8479,"@TJ_Voices Are you really pulling a #NotAllMen here? The movement targets the systemic issue of patriarchy, not indâ€¦ https://t.co/ocaoTsycKA",0
515,"Illegal immigrants from Bangladesh,Afg r playing havoc in India.High time Mamta&amp;Immigration office take a note,if they have any concern",1
6928,@TalbertSwan @realDonaldTrhmp @realDonaldTrump You missed the alleged rape (multiple) of a 13yr girl who dropped case amidst death threats to herself and family. Jane doe vs Donald Trump,0
18696,"Italian bishop says heâ€™s ready to ""turn all the churches into mosques"" to aid the cause of mass Muslim migration https://t.co/RRRkNSXdhG via @jihadwatchRS",0
4267,HOW MANY DACA HAVE BEEN ARRESTED FOR SMUGGLING PEOPLE OVER THE BORDER?#NoDACA #nohr392 #noh4ead #NoAmnesty,1
445,The DC: ðŸ–¨ï¸ Should 3D-printed guns be subject to background checks? and... ðŸ›‚ Is the goverâ€¦ via @Countable https://t.co/4QzTsDGZAs,0
452,"Subterranean money-making, the real globalism: use domestic politics to keep the world safe for oligarch-style deal-making. Distract the people with religious, anti-immigrant nationalism, but protect the oligarch network. Mueller has to have details.    https://t.co/RFO2VC5Aiy",0
1311,@SenAlexander 50k refugees would be the lowest refugee goal EVER. PLEASE help #MemphisWelcomesRefugees #RefugeesWelcome #GreaterAs1,0
5001,I just wanna know why the girl dont like me ðŸ˜­ðŸ˜‚ What I ever do to you hoe? Other than give you rides and be nice to you ðŸ˜‚ðŸ¤¦ðŸ»â€â™€ï¸ Hating ass hoe,1
1913,"Do it, please. Make #illegals the defining issue of the mid-term election. Let the left defend illegals at the expense of citizens. #DeportThemAll #ArrestTheEmployers #EndDACA",1
250,@RealJamesWoods And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this! #BuildThatWall,1
2035,"@splcenter @KeishaBottoms You fucking MORON! You are going to turn ATL into a 3rd world city with your garbage, open borders policy. You uneducated FOOL! #AtlantaHitRockBottoms #BuildThatWall #ImpeachBottoms #MAGA",1
8096,"Thing is, many women hate seeing Drâ€™s, me included. Often seen as hysterical, stressed or overreacting. Patted on the head, given a pill 3/",0
3583,@RealDonaldTrump Its time to end #Democrats Dangerous #SanctuaryCities for Illegals that allow criminal illegal aliens to roam free in the U.S  #RedNationRising  #Trump #MAGA #California #Immigration #WalkAway https://t.co/z2hiAVbkKR,1
6610,like okay you say you fwhim but he ain't going nowhere my hoe forever ðŸ˜Œ,0
4513,"Workplace diversity is another great benefit of immigration. We celebrate success of another migrant Davinder Kaur Sidhu on getting a work visa approved. Congratulations Davinder :-)If your company has benefitted from migrant workers, share your story #BrainGainNewZealand https://t.co/UAmjvHYSyl",0
1072,EU Commission may start a payment of 6.000Ã¢â€šÂ¬/person to member states that receive migrants from now on. https://t.co/M3cNompVMr,0
1454,I like watching horror movies.   I don't want to live in one.  #StopTheInvasion https://t.co/ATLRiUmoR7,0
9082,@CoryBooker Are you in a competition with @SenKamalaHarris to see who is the more hysterical woman at the #KavanaughConfirmation ?,1
6051,Bitch people in petsmart are looking at me like Iâ€™m a crack whore https://t.co/dxu7SLQQtl,1
5902,@cvillepraises @_rene_1222 This bitch is a slut,1
8303,Teenage whore by hole is my fav song rn! So relatable... I miss my mall slut phase,0
2298,"Lazy Sunday in Denmark ...Police officers attacked by migrant family,including mom in a head-scarf.Person recording considers the situation very funny as he laughs at the end.A police officer in the hospital w/a head wound. #DiversityIsOurStrengthhttps://t.co/4w471UFY6F",1
5328,Once a hoe cross me on some fake shit then want play victim I could never be friends again yea I forgive you but I can't fwu like that ma!,1
448,THE RAPING OF EUROPE BY MUSLIM RAPEFUGEES FROM HELL !!! SWEEDEN IT'S BEING BETRAYED BY FEMINAZI GOVERNMENT SODOMITES !!! Swedish dentist fired for reporting on refugees patients https://t.co/EE76toBq2a via @YouTube,1
6761,@mehulved Ensure you use a closed lid with a hole in the centre.. Else you'll send beans flying everywhere!,0
1539,"Stephen Miller (right) and Larry McKenney of Capitol Radiology listen as Trump speaks during a meeting at the White House last year. https://t.co/YQ7ZANAZ3gWe are not in 1950, we have to start limiting legal immigration. And completely stop illegal immigration.",1
7217,When you ask her what that mouth do https://t.co/zja9hrkPp4,0
2310,Jihadists among thousands arriving in Hama in mass refugee transfer https://t.co/OvhcueEAKZ,0
1769,@janjan_collins @EricsonTina @sabine_durden @volalupi @POTUS @realDonaldTrump Start with the Illegals First Not taking care of their Welfare #AnchorBabies Illegal immigrant has lived on American welfare for 20 years!?! https://t.co/AxGoe54yPG via @YouTube,1
1926,"Wash DC judge ordered Trump to reinstate DACA but by August 23, a federal judge in Texas will hear case trying to shut down DACA entirely &amp; it isnâ€™t ? whether judge, known as an immigration hawk, will rule in favor of killing DACA, but when heâ€™ll do it.",1
8584,Jose 'the puta' bitch says he doesn't cry about injuries to his players. What a contradictory KUNT. Conte response was brilliant imo.,0
7140,@chivelicious ðŸ˜˜ðŸ˜˜ðŸ˜˜,0
4595,@thepotlady 3000 voices waiting to be heard I didn't ask them if they were refugees as their tears did shred the hearts of a nation freethem,0
2620,@thehill Maybe he get his wall - wonderful to stop refugees from South.,1
3245,@Re4mImmigration @realDonaldTrump More Voters Support #Trump on #Immigration No Open Borders Detain and Deport https://t.co/wpPQLUpoP9,1
5703,@taylornikola I would give you some lovin back but I'm just here to point out where women fuck up. But thanks <3 #WomenSuck,1
3903,Refugees go home for vacation. https://t.co/4w3VKRIclW,0
8391,if I say men r trash I'm not a little girl like these yats who say it's not all men talking about their mcms not liâ€¦ https://t.co/zegCu32G65,0
5531,"Pro Tip- Always call skinny girls fat, they live that shit ðŸŒš",1
19009,@AARP_Assassin ain't this the bitch that tried to rape you,0
647,"@TheEconomist If immigration will not stopped in Europe, the refugees will destroy the welfare. This means streetfights and dead on European streets.",1
8094,These awful men calling this Black woman all the words they always use against women to mean 'hysterical' is makingâ€¦ https://t.co/dtkB5oDRyv,0
8929,Guilty: Man did rape woman on Darlington riverbank https://t.co/fZtcevTJI9,0
8028,@cakickboxher one day you will be that skankðŸ˜¥ðŸ˜Ž,0
1968,UN urges #Libya not to detain rescued migrants #head #UnitedNations https://t.co/tE14Tbfywy https://t.co/KGTf6BKJ6o,0
7008,never make yo main look stupid for a hoe,0
4904,"@spinnershells fuck you, you racist bitch, and cunt piece of shit, glad we know now where your entire family stands on social issues",1
4069,"You're right, sadlyStop the India First Immigration Proposals a.k.a. #HR392 America doesn't need a tidal wave of 300,000 Indians ushered in. #KeepCountryCaps #NoHR392 #StandWithAmericanWorkers #endOPT #endChainMigration",1
1855,Italia stopps agains 450 refugees. All working people around the world think evrybody has to stay home and make the own country better. But: 3 % of worldpopulation are in move for a better lifem they believe - this must get stopped quick. https://t.co/c8vnzGWcNe,1
3387,"If he makes a recommendation of 50,000 refugees (or the 75,000 the contractors want), then know that there is no... https://t.co/t9fHbW8SmP",0
883,Forget assam or any state if someone doesn't know his family's predecessors name &amp; roots of his dynasty &amp; give liberty to misspell &amp; play around with his forefathers name should dig his head in mud with shame before preaching on unlawful activities of illegal immigrants https://t.co/xEbWrEtjen,1
4370,Palestinian refugees: Living without work is a slow death #MohammadShabban #healthservices #AMMAN #GAZACITY... https://t.co/ToqLDVP8qU https://t.co/iEw6xwUcBj,0
4677,"This week ILI would like to welcome Gwylene Gallimard to year 2! Gwylene Gallimard is a 1st generation French Immigrant and co-leader in the Charleston, SC ""Connecktedtoo in/ with Charleston Rhizome Collective""project. Full story on ILI's Facebook page! #iliyear2 https://t.co/WvEfeuFrSU",0
661,Video: Assad and Kind Syrians open it's door to genuine refugee https://t.co/4mM3VTn2Ez,0
5964,"Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I canâ€™t wait to own a fishing tank!",1
7722,Might thrown a coffee in with it ðŸ˜‡ https://t.co/u6Us8yDSv8,0
4702,@emmasharp003 @Ldrake48Lee Bitch shut the fuck up,1
18910,@dumblefttweets @bryyelyy @tariqnasheed Stfu you pussy. Clearly the white guy was the fucking aggressor and laid hands on him first. Typical response from your kind,1
518,Chi-town is a ðŸ’©âš« https://t.co/X2QMidmAH9,0
1345,"@StefanMolyneux Remigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nvSome basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMB",0
5294,Ain't with that bopping shit bitch and you know,1
1593,"In recent months, the focus of the media has been on the Rohingya refugees in India or recently about the furor over NRC in Assam. But the fact that Sri Lankan refugees, have been here for nearly 35 years,... https://t.co/JP8gnt6HdR",0
6823,Today's genuinely stupid Bern whataboutism: you can't bitch about the guy who said identity politics are a distraction being the keynote 1/2,0
1701,It would be HUUUUGE if @POTUS succeeds in killing special UN refugee agency for special people----Palestinians!  We pay for largest portion of UNRWA so that Palestinians remain thorn in side of Israel for decades!https://t.co/vQF4nZfa9b https://t.co/X2zCWob8zm,1
6608,"@Adrian357Adrian @ianlfc05 @ClinicalFirmino I have a big cock, doubt you can say the same",0
576,"Romania, Czech Republic, Portugal and Poland, the highest employment rate among migrants born outside the #EU https://t.co/7qeQkgoG2v",0
610,https://t.co/x1c58wYEADFrontex working hardÃ°Å¸â€˜â€° Migrant Influx #Greece Up 122%Ã°Å¸â€˜â€°Mayhem n Balkans CE.Instead of being sent back to Turks they roam Europe.#Merkel says send migrants to Greece but Greeks then demand thatÃ°Å¸â€¡Â©Ã°Å¸â€¡Âªaccepts migrants from Greece for â€œfamily reunificationâ€.Ã°Å¸â€â€ž https://t.co/bzYID4eXTi,0
1860,nobody went to jail for invading Iraq. nobody went to jail for bombing Libya. nobody went to jail for funding Al-Qaeda in Syria. lets take a wild guess and say nobody will go to jail for Trump separating immigrant children from their parents. https://t.co/SadGeODojw,0
3351,@realDonaldTrump A Pallet of Bricks arrived today just in time to be placed on our Memorial Wall tomorrow on our #911Memorial broadcast via https://t.co/cGkVjfkqQR  We are also shipping out several bricks to Patriots that ordered 2 Help #BuildThatWall Ord,1
1823,Two immigrant fathers reunited with their young sons in New York https://t.co/RiQMqjGgHX,0
5809,"Tell me more about your previous boyfriends, I really wanna hear about them #WomenSuck",1
9181,@onnyssaaa well stfu then BITCH you coming to some yeen got NO BUSINESS being in. You need to mind the business that pays you hoe,1
6002,@__0HOUR1_ Correction - HUGH if true. #makemeasandwich,1
5506,@CNN Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,1
7286,When you're livin life on the edge but safety always comes first... ðŸŒš https://t.co/kgEPF6z6oD,0
9098,Yall STAY making post about the LGBT community. You quoted my tweet and started bitching like the insecure little brat you are shut the fuck up and go cry to your mommy. I dont give a fuck about what you have to say.,1
7688,Talent- Meeting up with complete strangers for sex,0
18816,"WAIT ALSO what fucking gift am I getting from my man at marriage???? Is he also going to be a Virgin , since you know god made virgins stfu I hope you never get laid again",0
18418,Didnt Liberals Say Illegal #FamiliesBelongTogether ! If the Kid is illegal they cant stay if they give custody to another Illegal Alien that is overiding Federal #Immigration Laws #SendThemAllBack #Trump #MAGA #RedNationRising  https://t.co/fMXnf7CXP8,1
1872,"The best tool against anti-immigrant sentiment is no safe space for white supremacists: be they legislators or poor folks. Shame them, smash them. https://t.co/PSplQxYhi4",0
2558,"Same here, #WalkAway from criminals who hate us and our nation @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA now !!!!!!!!!!!",1
8667,"@DonaldJTrumpJr You seem a little shrill and hysterical tonight, Junior! Are you getting scared? #MuellerIsComing https://t.co/RS5OC6LDOk",0
474,"Your boats shall drown in the Mediterranean Sea and the rest of you, which had not assimilated into our society will leave immediately. #RefugeesNotWelcome #IllegalAliens",1
2673,Without limitation of refugees Seehofer can retire. Time to get the truth ! https://t.co/N6oQaw0BKQ,0
5689,@lindaws @PennyRed @headhntr The main reason that @pennyred doesnâ€™t want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig.,1
4971,Real old whore slut and granny with thirsty vagina https://t.co/8M6jsVWvro,1
2307,"@realDonaldTrump@LindseyGrahamSC@TGowdySC What say you, Sir?#StopTheInvasion  https://t.co/4SqaqFBQxm",1
7700,Idk how to feel about the tweet that followed this ðŸ¤” https://t.co/93VeLIGIrR,0
4614,#SaudiArabia has beheaded Indonesian migrant worker despite several direct pleas from #Indonesia's Pres. Widodo to show mercy https://t.co/9Oef2Y3gIZ #ucanews #humanrights #voiceforthevoiceless @ucanindonesia @migrantcare @jokowi @M_RSection @hrwdispatches @cnni @BBCNewsAsia,1
8338,@phankinsmusic My point is that men aren't all the cause of it mostly is but not all men and some women blame all men.,0
8861,"Sexual harassment/sexual assult/rape are NOT & NEVER ok As a man, I stand with every single woman whos been through this âœŠ #Respect #MeToo",0
